filename,width,height,class,xmin,ymin,xmax,ymax
30680.png,131,68,1,62,10,72,52
16931.png,34,16,3,13,2,17,14
16931.png,34,16,3,17,3,22,15
5559.png,135,66,1,49,8,64,54
5559.png,135,66,2,64,14,88,60
21583.png,132,66,4,49,9,68,47
21583.png,132,66,10,67,13,83,51
14034.png,116,61,3,40,10,55,53
14034.png,116,61,8,53,6,76,49
1881.png,98,52,1,42,8,51,45
1881.png,98,52,2,50,7,61,44
17919.png,175,71,3,47,19,69,52
17919.png,175,71,3,67,21,88,54
17919.png,175,71,8,86,24,108,57
28366.png,86,41,6,33,5,43,34
28366.png,86,41,3,40,5,54,34
29220.png,81,40,1,34,9,40,29
29220.png,81,40,8,40,10,49,30
32876.png,76,28,5,24,4,35,26
32876.png,76,28,10,42,2,55,24
3596.png,133,138,1,98,19,118,115
3596.png,133,138,9,114,23,133,119
17326.png,122,55,2,49,15,62,43
17326.png,122,55,10,59,14,75,42
12098.png,74,32,4,26,9,32,24
12098.png,74,32,8,31,8,38,23
12098.png,74,32,9,37,6,46,21
11483.png,65,31,2,17,3,33,28
11483.png,65,31,2,33,1,43,26
20176.png,359,273,4,183,139,266,261
22409.png,63,25,4,19,2,29,23
22409.png,63,25,9,30,2,41,23
27035.png,96,45,2,32,8,50,39
27035.png,96,45,9,49,9,65,40
27575.png,337,114,1,117,47,140,90
27575.png,337,114,10,139,54,159,97
27575.png,337,114,3,157,50,179,93
12893.png,340,140,7,120,72,146,114
12893.png,340,140,6,145,74,168,116
17944.png,164,72,2,47,8,85,65
17944.png,164,72,5,80,8,112,65
18743.png,100,47,1,37,10,67,40
6320.png,61,60,4,42,8,61,48
13535.png,110,51,5,38,13,54,40
13535.png,110,51,2,54,12,68,39
13909.png,79,34,2,24,2,39,30
13909.png,79,34,6,40,2,53,30
5239.png,92,26,3,24,1,33,23
5239.png,92,26,5,33,2,49,24
20516.png,136,56,8,58,13,68,40
20516.png,136,56,7,68,11,78,38
32702.png,87,44,1,39,10,49,38
32702.png,87,44,7,51,7,67,35
32702.png,87,44,8,68,8,83,36
26880.png,179,79,1,69,23,79,45
26880.png,179,79,1,78,27,87,49
26880.png,179,79,4,85,23,99,45
26880.png,179,79,5,97,25,113,47
8131.png,151,70,2,56,14,75,57
8131.png,151,70,2,75,13,98,56
6280.png,61,20,1,13,1,22,20
6280.png,61,20,4,24,1,33,20
6280.png,61,20,9,32,1,44,20
28808.png,119,51,3,41,10,58,38
28808.png,119,51,10,61,11,80,39
30463.png,93,39,1,30,6,38,31
18576.png,197,85,3,80,24,96,55
18576.png,197,85,3,93,26,105,57
18576.png,197,85,8,100,25,119,56
5611.png,147,75,7,60,42,69,59
5611.png,147,75,2,69,44,80,61
14175.png,107,46,2,31,4,48,37
14175.png,107,46,5,44,5,61,38
14175.png,107,46,10,57,3,74,36
29070.png,86,46,4,35,3,52,42
15604.png,118,61,2,38,10,57,51
15604.png,118,61,10,61,12,76,53
31512.png,83,28,1,25,7,32,22
31512.png,83,28,5,34,6,46,21
31512.png,83,28,10,46,6,59,21
19031.png,184,79,4,67,26,84,64
19031.png,184,79,10,84,22,103,60
19031.png,184,79,8,98,17,118,55
17755.png,217,104,4,71,6,107,85
17755.png,217,104,9,114,8,152,87
5934.png,204,84,4,75,31,100,63
5934.png,204,84,4,101,31,114,63
5934.png,204,84,3,114,24,130,56
29123.png,358,149,1,128,20,141,103
29123.png,358,149,9,158,33,199,116
29123.png,358,149,8,208,26,243,109
12361.png,46,24,5,17,1,24,20
12361.png,46,24,1,24,1,30,20
18488.png,109,42,4,42,9,53,32
18488.png,109,42,10,50,8,59,31
18488.png,109,42,7,55,9,68,32
6278.png,108,48,1,35,21,41,41
6278.png,108,48,2,42,16,52,36
6278.png,108,48,6,54,12,63,32
6278.png,108,48,7,62,6,73,26
11571.png,192,97,1,24,29,41,75
11571.png,192,97,5,49,25,81,71
11571.png,192,97,3,81,21,119,67
9065.png,93,41,3,35,6,47,32
9065.png,93,41,5,46,6,58,32
4329.png,146,68,1,63,16,72,45
4329.png,146,68,6,72,19,86,48
8563.png,60,30,4,21,2,30,26
8563.png,60,30,5,31,2,41,26
14523.png,121,49,5,45,10,55,32
14523.png,121,49,6,57,12,63,34
14523.png,121,49,4,65,10,77,32
8665.png,192,97,4,61,26,86,78
8665.png,192,97,2,89,26,111,78
26865.png,56,25,8,19,3,29,20
26865.png,56,25,3,27,4,35,21
31768.png,81,41,1,28,3,33,32
31768.png,81,41,1,35,5,40,34
31768.png,81,41,4,42,8,51,37
18942.png,122,55,1,39,11,54,49
18942.png,122,55,7,61,8,81,46
14869.png,101,41,2,33,11,42,32
14869.png,101,41,4,40,11,49,32
21232.png,187,80,4,61,22,93,73
21232.png,187,80,10,90,10,132,61
25380.png,80,35,8,29,1,36,28
25380.png,80,35,3,37,3,43,30
25380.png,80,35,8,42,1,49,28
10178.png,52,24,7,20,4,29,22
25481.png,86,40,3,28,3,41,32
25481.png,86,40,10,39,3,60,32
23178.png,250,96,6,79,1,114,78
23178.png,250,96,2,117,9,166,86
30591.png,81,35,9,28,4,37,27
30591.png,81,35,3,38,5,46,28
31246.png,195,77,8,63,8,91,61
31246.png,195,77,8,90,8,119,61
31246.png,195,77,3,116,1,146,54
31915.png,55,24,8,17,1,28,21
31915.png,55,24,10,29,1,41,21
26572.png,72,31,1,23,7,30,26
26572.png,72,31,1,28,6,33,25
26572.png,72,31,7,33,6,41,25
26572.png,72,31,2,40,5,50,24
33225.png,62,31,1,24,5,28,25
33225.png,62,31,9,29,2,39,22
958.png,70,33,4,22,4,36,27
958.png,70,33,7,37,3,45,26
15674.png,292,174,1,69,63,87,111
15674.png,292,174,6,78,51,106,99
15674.png,292,174,8,104,40,129,88
15674.png,292,174,5,125,29,153,77
18641.png,86,39,4,34,7,42,30
18641.png,86,39,4,45,9,57,32
27246.png,119,55,9,43,10,55,43
27246.png,119,55,4,58,9,72,42
13964.png,57,28,4,24,1,34,22
25269.png,257,117,2,89,41,113,81
25269.png,257,117,6,112,34,133,74
25269.png,257,117,10,128,33,148,73
31699.png,85,35,1,27,1,34,29
31699.png,85,35,9,34,1,46,29
31699.png,85,35,10,48,4,60,32
13502.png,140,70,1,51,12,64,62
13502.png,140,70,10,61,11,77,61
13502.png,140,70,2,75,7,88,57
22211.png,97,47,5,34,12,49,41
22211.png,97,47,3,50,8,63,37
30030.png,111,46,3,38,7,56,39
30030.png,111,46,4,57,7,75,39
24777.png,72,36,5,26,5,36,32
24777.png,72,36,5,35,5,45,32
8839.png,68,34,2,24,8,33,31
8839.png,68,34,2,34,8,44,31
16091.png,150,68,3,51,13,72,54
16091.png,150,68,5,74,14,95,55
14990.png,115,55,9,47,23,55,44
14990.png,115,55,3,55,18,64,39
14990.png,115,55,1,64,13,69,34
28774.png,122,56,9,45,8,74,49
22538.png,73,35,2,30,2,44,30
16184.png,65,34,5,24,4,31,26
16184.png,65,34,1,31,6,38,28
15806.png,73,21,2,17,1,26,17
15806.png,73,21,2,27,1,35,17
15806.png,73,21,9,37,1,46,17
15806.png,73,21,10,48,1,57,17
6551.png,76,27,2,20,1,32,26
6551.png,76,27,6,31,1,43,26
6551.png,76,27,10,39,1,52,26
22220.png,78,42,2,27,8,39,37
22220.png,78,42,9,40,5,48,34
4763.png,402,155,4,119,35,168,116
4763.png,402,155,10,170,41,211,122
4763.png,402,155,4,215,35,262,116
5095.png,67,33,4,27,8,35,26
5095.png,67,33,7,34,8,42,26
29304.png,449,166,3,124,88,153,135
29304.png,449,166,7,151,97,188,144
29304.png,449,166,3,187,94,219,141
29918.png,92,42,9,35,4,47,36
29918.png,92,42,3,46,3,60,35
33340.png,175,80,8,52,10,88,67
33340.png,175,80,3,89,10,116,67
11158.png,79,35,1,26,7,34,27
11158.png,79,35,10,35,6,43,26
11158.png,79,35,2,43,7,51,27
30258.png,103,46,1,37,16,44,35
30258.png,103,46,6,45,16,51,35
30258.png,103,46,3,53,17,63,36
6339.png,230,98,1,68,13,89,68
6339.png,230,98,10,87,15,111,70
6339.png,230,98,2,108,15,134,70
6339.png,230,98,3,131,15,166,70
28751.png,162,64,5,61,18,76,47
28751.png,162,64,6,74,20,90,49
28751.png,162,64,1,91,19,101,48
16213.png,115,57,1,41,19,54,55
16213.png,115,57,6,46,11,65,47
16213.png,115,57,5,56,3,79,39
155.png,153,71,7,68,13,90,57
21309.png,60,31,9,22,2,37,27
15882.png,86,35,2,28,6,38,28
15882.png,86,35,9,38,5,50,27
15882.png,86,35,7,48,4,58,26
26022.png,91,38,7,29,4,45,33
26022.png,91,38,7,44,6,62,35
21959.png,71,18,2,15,1,25,16
21959.png,71,18,8,25,1,34,16
21959.png,71,18,3,35,1,44,16
21959.png,71,18,9,45,1,56,16
9934.png,142,68,1,56,16,68,47
9934.png,142,68,2,66,16,72,47
9934.png,142,68,2,70,19,82,50
8248.png,276,140,3,92,14,166,121
2307.png,117,54,5,40,5,59,48
2307.png,117,54,9,56,5,81,48
3005.png,104,44,2,34,6,44,25
3005.png,104,44,8,46,11,58,30
3005.png,104,44,9,59,17,73,36
21530.png,63,27,1,19,1,33,25
21530.png,63,27,1,31,1,44,25
8473.png,240,97,1,96,34,113,72
8473.png,240,97,9,110,35,131,73
8473.png,240,97,3,128,32,153,70
1406.png,257,111,2,103,14,129,51
1406.png,257,111,10,128,12,151,49
1406.png,257,111,6,147,15,183,52
1213.png,131,48,1,42,8,57,38
1213.png,131,48,1,57,8,69,38
1213.png,131,48,4,70,8,85,38
17472.png,153,68,6,46,11,73,61
17472.png,153,68,5,73,6,101,56
25589.png,166,71,1,61,21,74,57
25589.png,166,71,3,69,19,88,55
25589.png,166,71,3,85,16,104,52
5020.png,120,46,4,34,6,64,36
5020.png,120,46,9,56,8,92,38
11799.png,77,34,5,26,2,38,29
11799.png,77,34,9,41,3,52,30
5541.png,262,112,4,91,35,118,88
5541.png,262,112,2,119,26,142,79
5541.png,262,112,2,143,15,169,68
32333.png,128,56,1,44,8,61,45
32333.png,128,56,10,63,7,83,44
17474.png,77,33,7,26,7,36,31
17474.png,77,33,3,37,4,51,28
12176.png,141,61,3,48,11,70,55
12176.png,141,61,10,74,10,96,54
28547.png,147,62,2,47,7,66,49
28547.png,147,62,10,67,9,83,51
28547.png,147,62,2,84,10,100,52
28428.png,119,55,6,41,4,61,49
28428.png,119,55,9,59,6,81,51
18943.png,123,55,7,47,7,73,45
14963.png,72,27,1,28,4,34,21
14963.png,72,27,3,33,3,45,20
24803.png,41,19,1,13,1,19,16
24803.png,41,19,9,19,1,26,16
15172.png,149,83,1,66,13,89,76
7917.png,107,54,1,40,7,55,40
7917.png,107,54,7,55,9,70,42
3020.png,217,68,2,48,19,66,36
3020.png,217,68,3,65,21,79,38
3020.png,217,68,3,78,19,93,36
21822.png,106,47,7,31,7,56,40
21822.png,106,47,4,51,10,75,43
28157.png,85,35,7,28,9,41,31
28157.png,85,35,2,41,9,54,31
24076.png,187,58,10,127,13,148,45
24300.png,71,32,5,23,4,35,28
24300.png,71,32,10,36,4,47,28
24472.png,214,92,4,83,25,102,68
24472.png,214,92,2,101,24,118,67
24472.png,214,92,1,117,22,136,65
4054.png,103,47,1,41,7,51,38
31753.png,327,127,1,120,32,144,89
31753.png,327,127,5,132,37,164,94
31753.png,327,127,5,153,37,180,94
31753.png,327,127,2,172,39,201,96
27070.png,75,39,2,32,3,46,34
31248.png,47,14,1,11,1,18,13
31248.png,47,14,10,16,1,25,13
31248.png,47,14,10,25,1,37,13
13416.png,174,83,1,70,11,85,65
13416.png,174,83,9,85,12,106,66
9172.png,150,75,8,61,22,83,57
6971.png,59,18,1,12,1,19,17
6971.png,59,18,2,19,1,29,17
6971.png,59,18,8,29,1,37,17
6971.png,59,18,8,37,1,48,17
20947.png,88,48,4,39,7,49,37
24324.png,52,21,1,19,5,25,20
24324.png,52,21,9,23,4,30,19
9028.png,67,27,2,18,2,30,22
9028.png,67,27,4,32,2,41,22
9028.png,67,27,1,41,2,47,22
12300.png,133,47,1,32,4,52,46
12300.png,133,47,10,50,2,75,44
12300.png,133,47,9,74,4,104,46
32723.png,188,97,1,75,27,94,75
32723.png,188,97,7,93,25,119,73
21770.png,119,61,4,44,16,60,49
21770.png,119,61,8,62,15,73,48
4524.png,87,40,4,32,7,39,31
4524.png,87,40,6,42,5,53,29
10619.png,89,30,2,28,7,36,22
10619.png,89,30,5,35,6,44,21
10619.png,89,30,2,43,6,52,21
10619.png,89,30,7,51,5,59,20
22787.png,105,94,1,66,7,82,77
22787.png,105,94,1,84,16,96,86
28953.png,140,65,2,50,20,68,48
28953.png,140,65,6,67,20,83,48
29687.png,144,80,3,58,6,88,70
11660.png,156,80,5,58,10,85,69
11660.png,156,80,1,81,11,102,70
16028.png,69,39,8,25,3,45,34
22887.png,135,65,7,48,12,68,53
22887.png,135,65,3,69,12,86,53
4607.png,68,30,7,21,7,33,27
4607.png,68,30,7,33,7,45,27
21705.png,132,68,1,55,15,72,54
21705.png,132,68,2,65,14,86,53
28330.png,110,53,5,40,1,57,43
28330.png,110,53,1,62,1,75,43
16289.png,85,39,4,29,8,40,29
21623.png,73,27,2,18,1,33,25
21623.png,73,27,5,30,1,42,25
21623.png,73,27,4,40,1,55,25
26347.png,139,69,7,49,11,72,52
26347.png,139,69,5,69,20,90,61
8729.png,189,73,1,49,9,72,58
8729.png,189,73,3,74,12,104,61
8729.png,189,73,9,102,15,134,64
10586.png,249,133,1,102,19,123,56
10586.png,249,133,2,122,25,137,62
10586.png,249,133,3,134,22,151,59
8813.png,75,38,1,27,7,33,36
8813.png,75,38,9,32,4,40,33
8813.png,75,38,8,41,2,48,31
710.png,248,105,10,104,50,122,89
710.png,248,105,10,132,44,156,83
13577.png,115,47,5,40,6,59,39
13577.png,115,47,2,58,5,78,38
9380.png,374,131,1,166,35,186,82
9380.png,374,131,4,187,37,212,84
9380.png,374,131,7,215,35,241,82
13323.png,146,48,3,89,11,114,40
6319.png,121,56,1,39,5,54,45
6319.png,121,56,9,55,8,79,48
11770.png,141,65,7,52,16,72,56
11770.png,141,65,8,74,16,96,56
9915.png,189,70,1,62,14,85,58
9915.png,189,70,1,86,12,107,56
9915.png,189,70,1,106,9,129,53
31816.png,245,104,6,84,11,127,88
31816.png,245,104,8,122,10,174,87
13018.png,257,106,4,91,33,115,80
13018.png,257,106,2,109,28,138,75
13018.png,257,106,5,129,28,155,75
18491.png,287,124,2,115,35,138,93
18491.png,287,124,6,134,24,153,82
18491.png,287,124,2,157,7,174,65
2016.png,93,49,6,34,14,49,35
2016.png,93,49,5,48,15,59,36
11814.png,146,68,3,57,19,72,53
11814.png,146,68,8,69,17,91,51
19629.png,214,71,3,91,27,110,64
19629.png,214,71,9,111,25,129,62
14317.png,137,58,1,45,6,56,44
14317.png,137,58,3,58,11,68,49
14317.png,137,58,10,68,10,79,48
14317.png,137,58,10,84,15,93,53
24025.png,102,45,2,36,9,50,39
24025.png,102,45,10,51,9,68,39
13428.png,58,25,1,19,3,26,22
13428.png,58,25,4,26,3,39,22
11790.png,140,67,1,48,12,68,60
11790.png,140,67,1,72,13,93,61
3956.png,106,42,1,34,7,44,33
3956.png,106,42,10,45,7,59,33
3956.png,106,42,7,58,7,73,33
5742.png,95,42,8,34,7,45,31
5742.png,95,42,4,48,10,61,34
11429.png,75,35,2,32,7,38,27
11429.png,75,35,5,39,5,46,25
13440.png,116,55,2,36,5,59,48
13440.png,116,55,4,57,4,78,47
18183.png,59,29,1,23,8,29,26
18183.png,59,29,1,30,5,39,23
12961.png,52,28,2,19,4,26,24
12961.png,52,28,7,27,5,33,25
19337.png,82,43,2,30,2,53,38
27913.png,105,63,2,30,13,42,49
27913.png,105,63,9,41,17,51,53
20418.png,92,40,1,31,9,38,31
20418.png,92,40,9,36,8,44,30
20418.png,92,40,5,45,8,55,30
21646.png,234,104,3,75,20,113,91
21646.png,234,104,5,118,15,163,86
14240.png,166,96,5,63,11,93,83
4663.png,44,19,1,16,3,21,14
4663.png,44,19,2,21,4,27,15
11398.png,47,29,5,3,4,15,26
11398.png,47,29,7,14,3,25,25
7978.png,326,137,3,94,13,158,123
7978.png,326,137,5,171,5,233,115
5916.png,89,41,9,39,6,51,32
31132.png,74,33,5,27,3,36,25
31132.png,74,33,7,37,3,47,25
23060.png,125,60,2,44,14,57,45
23060.png,125,60,6,56,15,68,46
23060.png,125,60,4,67,14,79,45
31462.png,225,89,2,58,1,112,76
31462.png,225,89,3,112,10,167,85
7541.png,133,80,3,53,13,68,67
7541.png,133,80,1,68,14,79,68
15606.png,130,49,3,44,9,58,34
15606.png,130,49,9,69,10,86,35
33398.png,149,81,8,65,18,80,65
19949.png,192,92,1,60,12,93,82
19949.png,192,92,6,94,11,134,81
5102.png,84,41,4,30,5,42,34
5102.png,84,41,2,42,5,52,34
30431.png,151,62,2,48,11,74,53
30431.png,151,62,3,74,7,103,49
16689.png,51,24,8,21,5,30,22
15394.png,126,54,3,42,6,58,44
15394.png,126,54,9,61,9,79,47
3881.png,170,63,2,40,10,55,60
3881.png,170,63,2,59,4,70,54
7129.png,133,62,3,41,17,59,50
7129.png,133,62,8,58,13,75,46
7129.png,133,62,6,76,7,92,40
29571.png,87,35,1,37,11,41,27
29571.png,87,35,2,41,12,50,28
29571.png,87,35,7,50,11,56,27
33271.png,244,118,1,102,32,128,83
15262.png,180,76,3,54,8,84,62
15262.png,180,76,4,89,11,125,65
6513.png,51,18,1,14,1,20,18
6513.png,51,18,10,20,1,30,18
25185.png,64,31,1,25,7,31,27
25185.png,64,31,10,31,7,41,27
31841.png,189,87,2,69,16,99,75
31841.png,189,87,6,98,14,125,73
15699.png,125,48,3,47,10,59,35
15699.png,125,48,4,58,13,68,38
15699.png,125,48,6,68,13,81,38
21401.png,76,32,1,29,7,35,24
21401.png,76,32,3,34,6,41,23
21150.png,46,18,2,14,1,22,18
21150.png,46,18,5,23,1,34,18
31313.png,129,61,1,50,5,65,45
31313.png,129,61,1,63,6,80,46
641.png,110,52,1,38,7,49,46
641.png,110,52,5,47,7,60,46
641.png,110,52,4,59,7,74,46
30508.png,69,29,1,22,7,29,26
30508.png,69,29,3,29,7,39,26
30508.png,69,29,4,38,5,49,24
12741.png,256,119,2,99,32,134,83
12741.png,256,119,9,125,29,156,80
8541.png,131,55,7,41,10,60,37
8541.png,131,55,8,62,10,83,37
10380.png,216,96,8,59,6,100,76
10380.png,216,96,3,104,11,145,81
14069.png,256,137,9,89,14,158,123
10033.png,85,42,1,34,11,42,39
10033.png,85,42,1,42,13,49,41
17401.png,98,48,2,43,13,53,37
25054.png,52,21,8,17,4,27,20
25054.png,52,21,3,26,1,36,17
25884.png,182,68,2,45,1,83,56
25884.png,182,68,1,81,3,101,58
25884.png,182,68,7,102,5,138,60
3867.png,415,292,9,151,85,182,144
3867.png,415,292,10,180,87,207,146
9275.png,51,20,4,16,1,26,17
9275.png,51,20,1,29,1,35,17
11888.png,54,41,8,27,7,44,37
27121.png,148,68,2,56,28,69,50
27121.png,148,68,9,67,28,78,50
27121.png,148,68,6,79,26,92,48
21045.png,62,27,4,23,3,33,22
21045.png,62,27,1,34,3,41,22
10878.png,211,97,8,67,4,105,78
10878.png,211,97,6,107,17,145,91
23004.png,92,45,3,31,6,47,42
23004.png,92,45,7,43,6,60,42
9330.png,69,38,1,28,5,33,29
9330.png,69,38,6,34,6,41,30
32167.png,104,49,9,39,14,53,41
32167.png,104,49,6,53,11,68,38
19175.png,224,97,3,70,10,110,75
19175.png,224,97,4,116,20,157,85
23152.png,99,39,2,34,7,44,32
23152.png,99,39,10,45,6,55,31
23152.png,99,39,10,54,6,67,31
286.png,149,68,1,57,14,71,52
286.png,149,68,3,72,15,92,53
502.png,61,26,8,24,5,32,22
502.png,61,26,10,30,3,39,20
2276.png,100,40,1,35,10,47,37
2276.png,100,40,8,44,6,56,33
2276.png,100,40,4,56,7,66,34
10849.png,66,34,3,23,4,33,31
10849.png,66,34,9,32,6,42,33
20855.png,48,21,1,16,6,20,19
20855.png,48,21,10,20,4,26,17
20855.png,48,21,1,25,4,30,17
31387.png,50,20,3,15,1,26,20
31387.png,50,20,3,25,1,35,20
8128.png,319,113,2,90,28,112,60
8128.png,319,113,4,111,30,129,62
18109.png,310,127,1,122,55,147,106
18109.png,310,127,4,149,38,182,89
18109.png,310,127,8,185,30,207,81
15202.png,121,48,1,43,7,59,40
15202.png,121,48,6,56,7,76,40
10274.png,101,46,1,35,6,50,37
10274.png,101,46,10,51,6,67,37
19289.png,101,53,4,38,5,60,47
17445.png,85,33,1,31,7,39,25
17445.png,85,33,6,45,7,58,25
16391.png,102,39,1,35,8,45,33
16391.png,102,39,2,45,8,53,33
16391.png,102,39,10,55,5,69,30
22498.png,127,48,1,41,11,55,37
22498.png,127,48,5,53,10,71,36
22498.png,127,48,7,66,12,84,38
32105.png,281,119,4,103,23,131,74
32105.png,281,119,4,129,29,160,80
32105.png,281,119,1,149,27,180,78
21142.png,334,143,8,88,1,166,134
21142.png,334,143,4,167,9,231,142
7599.png,49,18,2,17,1,25,16
7599.png,49,18,4,24,1,32,16
6554.png,65,33,9,24,3,33,27
6554.png,65,33,5,34,4,44,28
12170.png,64,27,2,24,6,31,21
12170.png,64,27,4,31,6,40,21
5997.png,90,39,2,34,9,44,28
5997.png,90,39,10,43,10,53,29
2464.png,69,29,6,19,4,29,24
2464.png,69,29,1,31,3,37,23
2464.png,69,29,4,40,5,50,25
7002.png,441,216,3,173,26,198,99
7002.png,441,216,8,197,15,219,88
13167.png,62,28,4,23,6,29,22
13167.png,62,28,10,29,6,37,22
8399.png,310,132,5,116,36,139,77
8399.png,310,132,7,136,42,153,83
8399.png,310,132,6,150,43,173,84
15255.png,55,26,9,22,6,28,20
15255.png,55,26,6,27,6,34,20
30402.png,127,48,8,40,6,56,38
30402.png,127,48,3,56,5,68,37
30402.png,127,48,5,64,4,81,36
25630.png,192,89,3,54,8,93,73
25630.png,192,89,7,95,13,130,78
25384.png,84,39,8,34,8,49,30
21908.png,170,76,1,59,28,72,55
21908.png,170,76,1,73,24,85,51
21908.png,170,76,8,85,26,101,53
4981.png,119,43,2,28,11,48,40
4981.png,119,43,4,49,7,69,36
4981.png,119,43,6,74,5,90,34
5031.png,62,21,4,15,1,27,19
5031.png,62,21,9,26,1,38,19
5031.png,62,21,4,37,1,46,19
4573.png,436,169,2,219,44,241,91
4573.png,436,169,9,233,36,255,83
4573.png,436,169,10,242,34,283,81
18863.png,124,62,9,59,14,75,54
11721.png,112,46,2,34,6,51,42
11721.png,112,46,8,51,7,65,43
11721.png,112,46,7,64,3,81,39
5086.png,63,31,1,23,1,30,26
5086.png,63,31,10,30,1,41,26
2088.png,61,25,2,19,3,30,20
2088.png,61,25,6,29,2,38,19
33303.png,63,32,1,25,6,32,28
33303.png,63,32,10,31,6,39,28
18012.png,149,49,2,35,2,62,44
18012.png,149,49,10,62,4,91,46
18012.png,149,49,3,86,4,113,46
18479.png,377,145,5,176,72,218,128
18479.png,377,145,9,215,64,242,120
18479.png,377,145,6,235,49,270,105
8834.png,55,18,2,13,2,21,15
8834.png,55,18,3,22,3,28,16
8834.png,55,18,9,28,2,35,15
8834.png,55,18,2,35,1,42,14
5606.png,163,82,1,81,39,86,64
5606.png,163,82,5,86,39,95,64
5606.png,163,82,10,94,36,106,61
6056.png,77,32,3,24,3,37,28
6056.png,77,32,2,37,2,50,27
19606.png,79,35,2,29,9,38,26
19606.png,79,35,7,40,10,48,27
23167.png,127,52,1,41,6,48,43
23167.png,127,52,10,49,6,69,43
23167.png,127,52,8,69,4,89,41
17965.png,142,69,3,49,12,72,61
17965.png,142,69,7,67,12,95,61
8735.png,95,45,4,38,2,46,38
8735.png,95,45,3,52,4,63,40
29954.png,112,53,1,39,4,53,48
29954.png,112,53,5,52,4,74,48
18682.png,106,47,4,32,7,55,44
18682.png,106,47,3,54,4,72,41
15431.png,90,42,3,45,6,58,36
27220.png,107,59,1,42,7,53,51
27220.png,107,59,5,49,7,68,51
11426.png,237,106,8,85,34,114,83
11426.png,237,106,4,110,23,130,72
11426.png,237,106,9,128,21,145,70
6662.png,93,45,1,38,9,44,36
6662.png,93,45,10,45,7,57,34
27004.png,84,41,3,25,0,37,33
27004.png,84,41,5,35,2,43,35
32635.png,65,25,1,17,2,26,24
7047.png,83,34,1,27,6,33,26
8527.png,80,31,5,27,1,41,27
8527.png,80,31,10,40,1,53,27
2117.png,100,42,1,33,6,45,31
2117.png,100,42,3,47,5,64,30
17330.png,55,31,8,23,4,34,27
30943.png,71,34,1,26,4,33,32
30943.png,71,34,2,35,3,45,31
16009.png,123,66,4,42,7,81,58
29781.png,113,49,3,41,19,53,39
29781.png,113,49,8,49,13,61,33
29781.png,113,49,4,62,11,74,31
27754.png,57,27,2,21,3,35,23
27358.png,75,27,4,18,2,32,23
27358.png,75,27,6,38,2,52,23
25540.png,97,49,3,38,2,65,39
10846.png,205,89,1,60,35,81,80
10846.png,205,89,1,81,31,103,76
10846.png,205,89,1,101,24,118,69
10717.png,93,42,4,36,7,46,34
10717.png,93,42,6,47,6,61,33
10096.png,180,99,3,72,17,93,80
10096.png,180,99,1,92,20,107,83
21337.png,187,76,3,75,21,94,48
21337.png,187,76,8,92,23,110,50
7347.png,69,27,1,23,4,27,25
7347.png,69,27,9,28,2,39,23
7347.png,69,27,4,39,3,49,24
26556.png,119,60,4,49,11,65,47
10370.png,107,69,7,57,13,77,52
10370.png,107,69,1,77,13,89,52
437.png,58,28,3,24,4,31,28
437.png,58,28,7,31,2,40,26
17838.png,109,61,3,44,10,59,51
12557.png,325,166,6,144,37,163,70
12557.png,325,166,8,160,36,177,69
12557.png,325,166,4,175,35,190,68
571.png,52,25,1,18,1,24,22
571.png,52,25,5,23,1,33,22
17028.png,77,38,4,28,6,39,32
17028.png,77,38,7,37,4,46,30
8786.png,55,28,1,18,6,25,22
8786.png,55,28,9,24,6,34,22
22287.png,82,35,1,27,7,33,28
22287.png,82,35,5,34,5,41,26
22287.png,82,35,4,40,5,48,26
1967.png,112,49,2,36,3,54,40
1967.png,112,49,9,58,8,73,45
3951.png,102,54,2,40,14,51,39
3951.png,102,54,4,53,17,62,42
28901.png,207,89,3,74,31,96,77
28901.png,207,89,6,95,22,116,68
28901.png,207,89,1,108,10,135,56
32752.png,266,114,3,126,42,140,64
32752.png,266,114,4,139,38,149,60
8975.png,120,66,1,43,7,59,55
8975.png,120,66,3,58,10,76,58
16984.png,59,25,7,19,4,29,24
16984.png,59,25,3,28,3,38,23
18158.png,59,30,5,23,4,40,30
4793.png,116,59,2,49,13,66,43
4594.png,62,29,4,19,1,29,24
4594.png,62,29,2,27,0,37,23
13626.png,125,55,1,46,5,58,43
13626.png,125,55,10,59,5,80,43
32279.png,75,34,1,27,4,33,28
32279.png,75,34,3,33,4,42,28
32279.png,75,34,4,43,6,50,30
21410.png,494,229,3,160,32,245,202
21410.png,494,229,3,240,19,339,189
11191.png,281,157,7,108,19,149,118
11191.png,281,157,6,134,38,173,137
16826.png,305,159,9,129,21,177,128
18715.png,131,54,1,40,5,58,43
16882.png,91,42,3,33,2,45,42
16882.png,91,42,2,45,1,59,41
32921.png,431,131,9,120,39,144,69
32921.png,431,131,5,144,48,162,78
32921.png,431,131,7,160,48,177,78
20556.png,208,103,4,83,25,114,85
20556.png,208,103,1,108,21,134,81
8600.png,72,33,9,28,7,38,24
8600.png,72,33,1,40,6,45,23
26786.png,41,20,1,15,2,20,17
26786.png,41,20,8,20,1,25,16
11285.png,133,69,9,47,5,67,54
11285.png,133,69,6,66,9,86,58
14777.png,161,63,4,64,16,83,48
14777.png,161,63,4,82,15,101,47
9512.png,164,77,2,68,17,95,57
14922.png,65,34,1,24,10,29,26
14922.png,65,34,4,30,10,41,26
